C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1     1/24/2017  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	S	Ar	K	Ca	Ti	Cr	Mn	Fe	Ni	Cu	Zn	Br	Rb	Sr	Zr	Tc	Ag	In	Sn	Ba	Pm	Sm	Gd	Tb	Dy	Ho	Tm	Tl	Pb	At	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000263.spe	553.34	5.18	1	0.017514	-0.010617	0.009963	0.091522	47293	1.37	0.000	0.098	0.839	0.070	0.911	7.118	0.787	9.864	0.841	0.693	210.635	0.676	0.000	1.029	0.751	3.229	2.340	7.418	0.000	0.045	0.398	0.029	0.587	0.000	0.000	0.000	1.523	0.000	0.265	2.238	0.000	0.923	0.334	0.777	0.000	0.825	0.866	6.516	0.000	0.000	0.000	0.000	0.739	0.000	130.527	31.190	0.345	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000264.spe	555.34	5.14	1	0.017513	-0.010617	0.009922	0.091522	41927	1.33	0.000	0.077	0.888	0.094	0.833	6.178	0.755	8.685	1.015	0.468	162.822	0.693	0.090	0.962	0.000	2.000	1.622	9.335	0.000	0.094	0.376	0.000	0.776	0.000	0.122	0.000	1.411	0.000	0.186	1.197	0.000	0.632	0.252	0.000	0.118	0.820	0.808	4.543	0.238	0.590	0.069	0.324	0.251	0.000	109.365	30.050	0.319	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000265.spe	557.34	5.16	1	0.017512	-0.010617	0.009903	0.091522	42539	1.52	0.000	0.179	0.753	0.070	0.999	5.544	0.612	10.832	1.328	0.408	158.906	0.630	0.000	0.734	0.156	2.125	1.817	23.727	0.034	0.039	0.189	0.000	0.940	0.000	0.268	0.000	1.533	0.000	0.362	1.621	0.235	0.311	0.153	0.572	0.000	0.157	0.425	4.681	0.343	0.332	0.000	0.000	0.906	0.578	103.707	30.378	0.323	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000266.spe	559.34	5.16	1	0.017517	-0.010617	0.009937	0.091522	40074	1.29	0.000	0.059	0.938	0.029	1.000	4.631	0.449	6.294	0.775	0.326	131.634	0.836	0.000	0.576	0.154	2.132	1.144	12.789	0.000	0.044	0.148	0.106	0.443	0.000	0.309	0.000	0.633	0.638	0.000	0.704	0.023	0.121	0.901	0.769	0.000	1.022	0.915	3.326	0.751	0.549	0.000	0.357	0.403	0.259	113.346	30.480	0.319	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000267.spe	561.34	5.15	1	0.017517	-0.010617	0.009910	0.091522	40329	1.29	0.000	0.111	0.771	0.042	0.987	4.590	0.421	5.086	0.364	0.277	145.587	0.755	0.000	0.811	0.172	1.179	2.052	4.919	0.000	0.060	0.098	0.067	0.534	0.000	0.205	0.000	0.905	0.258	0.109	1.052	0.312	0.252	0.567	0.396	0.644	0.784	0.706	3.682	0.320	0.420	0.277	0.259	0.382	0.028	114.238	30.971	0.318	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000268.spe	563.34	5.14	1	0.017517	-0.010617	0.009894	0.091522	39087	1.34	0.000	0.143	1.081	0.051	1.019	4.816	0.522	5.876	0.336	0.226	131.419	0.509	0.000	0.519	0.000	2.345	1.515	3.760	0.020	0.069	0.076	0.063	0.574	0.000	0.417	0.000	0.701	0.000	0.168	1.340	0.000	0.417	0.486	0.648	0.000	0.681	0.538	2.843	0.246	0.651	0.000	0.000	0.176	0.535	116.185	29.613	0.313	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000269.spe	565.34	5.14	1	0.017515	-0.010617	0.009909	0.091522	41677	1.51	0.000	0.076	0.669	0.018	0.936	4.400	0.465	5.756	0.849	0.472	209.497	0.540	0.000	0.702	0.150	1.592	1.480	3.398	0.035	0.087	0.229	0.000	0.391	0.000	0.251	0.000	1.101	0.000	0.676	1.633	0.066	0.467	0.454	0.592	0.000	0.499	0.656	6.650	0.098	0.720	0.062	0.000	0.854	0.347	101.341	27.486	0.308	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000270.spe	567.34	5.16	1	0.017516	-0.010617	0.009838	0.091522	44454	1.52	0.000	0.106	0.772	0.012	0.905	5.308	0.383	6.058	0.083	0.372	240.345	0.265	0.000	0.645	0.205	2.025	2.431	3.432	0.043	0.020	0.141	0.151	0.568	0.302	0.075	0.000	2.315	0.000	0.591	2.160	0.000	0.515	0.314	0.789	0.413	0.602	1.083	6.469	0.000	0.813	0.369	0.000	0.346	0.737	105.574	28.624	0.317	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000271.spe	569.34	5.13	1	0.017518	-0.010617	0.009867	0.091522	43235	1.45	0.016	0.107	0.675	0.040	0.964	4.882	0.552	6.695	0.483	0.512	229.502	0.479	0.000	0.646	0.000	1.614	1.680	3.078	0.034	0.021	0.000	0.112	0.439	0.336	0.167	0.000	0.786	0.087	0.212	1.619	0.000	0.191	0.300	0.621	0.465	0.864	1.252	6.486	0.317	0.108	0.000	0.125	0.691	0.000	102.736	28.349	0.312	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000272.spe	571.34	5.13	1	0.017518	-0.010617	0.009833	0.091522	44594	1.47	0.000	0.093	0.683	0.079	0.972	5.515	0.386	7.096	0.501	0.952	246.679	0.595	0.151	0.748	0.048	2.037	1.385	3.610	0.011	0.026	0.025	0.129	0.403	0.045	0.204	0.000	0.785	0.000	0.325	1.952	0.000	0.339	0.068	0.764	0.780	1.058	1.367	6.631	0.000	0.182	0.000	0.031	0.320	0.000	105.336	29.111	0.317	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000273.spe	573.34	5.12	1	0.017515	-0.010617	0.009846	0.091522	43529	1.90	0.000	0.123	0.807	0.052	0.829	5.285	0.571	5.797	1.220	0.959	235.581	0.289	0.000	0.504	0.000	1.663	1.823	3.107	0.047	0.117	0.144	0.018	0.703	0.000	0.097	0.000	1.359	0.000	0.505	2.137	0.000	0.416	0.136	0.660	0.235	0.632	1.044	6.246	0.000	0.178	0.000	0.000	0.649	0.000	102.022	28.395	0.312	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000274.spe	575.34	5.13	1	0.017520	-0.010617	0.009812	0.091522	40067	1.36	0.000	0.118	0.908	0.068	0.970	4.911	0.447	5.555	0.270	0.654	194.586	0.642	0.000	0.588	0.066	2.147	1.569	2.862	0.020	0.033	0.127	0.044	0.511	0.187	0.149	0.000	1.050	0.167	0.161	1.678	0.124	0.697	0.620	0.935	0.000	0.614	1.121	4.992	0.537	0.543	0.000	0.000	1.424	0.687	98.251	25.887	0.301	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000275.spe	577.34	5.15	1	0.017521	-0.010617	0.009833	0.091522	43327	1.60	0.000	0.043	0.610	0.058	1.008	5.226	0.533	6.242	0.564	0.620	236.477	0.594	0.000	0.486	0.045	2.283	1.519	4.182	0.028	0.000	0.311	0.000	0.475	0.012	0.249	0.000	0.562	0.000	0.000	2.150	0.035	0.196	0.252	0.919	0.000	0.657	1.524	6.682	0.000	0.087	0.000	0.000	0.159	0.000	97.782	28.074	0.310	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000276.spe	579.34	5.16	1	0.017517	-0.010617	0.009903	0.091522	44645	1.51	0.000	0.126	0.384	0.082	0.969	4.809	0.532	5.945	0.856	1.027	251.667	0.526	0.000	0.920	0.000	1.805	1.731	3.578	0.000	0.097	0.121	0.059	0.715	0.000	0.134	0.000	1.242	0.000	0.184	1.831	0.076	0.684	0.319	0.723	0.707	0.564	1.699	7.196	0.112	0.672	0.824	0.000	0.106	0.015	101.538	27.858	0.314	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000277.spe	581.34	5.18	1	0.017519	-0.010617	0.009884	0.091522	48610	1.67	0.000	0.069	0.512	0.000	0.959	5.747	0.711	8.157	0.292	1.113	323.771	0.523	0.000	1.001	0.000	3.159	1.874	3.794	0.037	0.121	0.152	0.000	0.643	0.291	0.069	0.000	0.427	0.061	0.000	2.401	0.189	0.631	0.568	1.147	0.000	1.229	1.983	8.709	0.027	0.030	0.000	0.000	0.401	0.267	99.364	27.332	0.324	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000278.spe	583.34	5.18	1	0.017517	-0.010617	0.009884	0.091522	47201	1.59	0.000	0.086	0.560	0.045	1.015	5.819	0.559	7.213	0.748	1.270	285.754	0.847	0.000	0.778	0.311	2.191	2.278	2.929	0.053	0.014	0.171	0.031	0.686	0.000	0.192	0.000	0.632	0.000	0.000	2.105	0.000	0.571	0.594	1.025	0.000	1.193	2.102	7.961	0.000	0.555	0.000	0.000	0.111	0.000	106.325	27.902	0.323	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000279.spe	585.34	5.18	1	0.017515	-0.010617	0.009783	0.091522	47244	1.47	0.000	0.085	0.522	0.000	1.029	6.215	0.663	7.567	0.628	0.900	281.546	0.486	0.000	0.787	0.252	2.099	1.994	3.440	0.042	0.000	0.059	0.041	0.677	0.071	0.164	0.000	1.901	0.000	0.388	2.315	0.000	1.051	0.578	0.516	0.109	1.014	1.051	7.286	0.033	0.105	0.000	0.000	0.776	0.243	108.595	28.738	0.326	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000280.spe	587.34	5.16	1	0.017514	-0.010617	0.009740	0.091522	46027	1.42	0.000	0.143	0.455	0.038	0.800	5.749	0.578	7.183	0.634	0.470	252.769	0.637	0.000	1.009	0.244	2.555	2.096	3.793	0.019	0.110	0.280	0.000	0.625	0.000	0.121	0.000	1.832	0.000	0.000	2.369	0.040	0.803	0.621	0.827	0.000	1.097	1.503	6.528	0.000	0.000	0.000	0.000	0.114	0.309	109.501	28.333	0.324	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000281.spe	589.34	5.17	1	0.017513	-0.010617	0.009724	0.091522	45778	1.53	0.026	0.139	0.597	0.045	1.127	5.067	0.670	6.288	0.492	0.554	231.196	0.233	0.000	0.826	0.400	2.164	2.189	4.447	0.011	0.000	0.279	0.000	0.430	0.167	0.228	0.000	2.683	0.000	0.674	1.896	0.069	0.965	0.760	0.985	0.362	0.454	0.842	6.094	0.260	0.305	0.220	0.057	0.414	0.000	115.839	29.217	0.327	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000282.spe	591.34	5.17	1	0.017516	-0.010617	0.009853	0.091522	45739	1.47	0.000	0.062	0.409	0.053	0.850	5.406	0.492	7.047	1.430	0.615	223.875	0.343	0.000	0.783	0.448	2.345	2.328	5.167	0.000	0.135	0.000	0.228	0.523	0.000	0.115	0.000	1.079	0.015	0.171	1.759	0.115	0.920	0.655	0.944	0.000	0.703	1.096	6.602	0.132	0.113	0.000	0.000	0.254	0.257	119.503	29.322	0.331	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000283.spe	593.34	5.18	1	0.017517	-0.010617	0.009826	0.091522	45465	1.44	0.000	0.000	0.294	0.075	0.928	4.933	0.598	6.619	1.107	0.659	222.026	0.568	0.000	0.808	0.251	2.371	2.145	4.827	0.029	0.036	0.237	0.000	0.420	0.000	0.117	0.000	0.926	0.204	0.050	1.693	0.021	0.979	0.156	0.033	0.000	0.555	1.449	7.208	0.226	0.000	0.000	0.000	0.647	0.025	116.760	29.227	0.330	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000284.spe	595.34	5.18	1	0.017516	-0.010617	0.009855	0.091522	46894	1.52	0.000	0.047	0.301	0.027	0.923	4.804	0.831	6.430	0.694	0.511	225.810	0.639	0.000	0.634	0.382	2.910	2.158	4.547	0.018	0.129	0.194	0.015	0.630	0.104	0.135	0.000	1.432	0.000	0.176	2.199	0.072	1.353	0.614	0.649	0.000	0.647	1.244	6.791	0.084	0.175	0.000	0.000	0.384	0.306	127.627	30.598	0.340	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000285.spe	597.34	5.18	1	0.017515	-0.010617	0.009890	0.091522	47103	1.50	0.000	0.213	0.375	0.102	1.096	4.826	0.764	6.139	0.588	0.462	231.720	0.590	0.000	0.978	0.252	2.624	1.685	4.806	0.029	0.046	0.330	0.000	0.356	0.000	0.150	0.000	1.063	0.000	0.442	2.479	0.000	1.638	0.268	0.445	0.000	0.599	1.022	6.951	0.000	0.000	0.000	0.000	0.157	0.150	125.700	30.279	0.343	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000286.spe	599.34	5.20	1	0.017514	-0.010617	0.009890	0.091522	48437	1.31	0.000	0.079	0.405	0.033	1.004	3.973	0.742	6.168	0.679	0.786	228.554	0.605	0.000	0.494	0.692	2.766	2.294	5.019	0.020	0.000	0.157	0.000	0.387	0.000	0.000	0.000	1.378	0.000	0.358	2.229	0.118	1.676	0.263	0.865	0.000	0.347	0.855	7.570	0.012	0.181	0.000	0.000	0.162	0.000	139.997	32.439	0.357	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000287.spe	601.34	5.20	1	0.017513	-0.010617	0.009907	0.091522	48679	1.46	0.000	0.131	0.482	0.092	0.935	3.697	0.797	6.083	0.251	0.702	188.486	0.718	0.055	0.547	0.694	2.646	2.451	4.919	0.043	0.122	0.366	0.000	0.445	0.265	0.027	0.000	1.796	0.000	0.326	1.688	0.014	1.749	0.164	0.523	0.000	0.281	1.239	6.620	0.000	0.088	0.119	0.000	0.282	0.000	161.189	34.538	0.370	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000288.spe	603.34	5.19	1	0.017513	-0.010617	0.009890	0.091522	49638	1.45	0.000	0.075	0.419	0.126	1.058	3.366	0.676	5.237	0.636	0.951	188.754	0.629	0.170	0.446	1.108	2.422	2.110	3.962	0.047	0.048	0.097	0.143	0.267	0.000	0.000	0.000	1.462	0.000	0.679	1.845	0.000	1.869	0.375	0.538	0.000	0.256	0.579	5.703	0.000	0.020	0.422	0.000	0.641	0.000	170.357	35.243	0.382	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000289.spe	605.34	5.16	1	0.017512	-0.010617	0.009867	0.091522	53931	1.61	0.000	0.099	0.062	0.059	0.930	0.890	0.565	2.259	0.000	0.645	175.998	0.636	0.478	0.485	1.321	1.673	1.150	2.351	0.049	0.106	0.105	0.016	0.000	0.256	0.043	0.000	2.342	0.000	0.789	1.744	0.000	2.750	0.000	0.220	0.000	0.433	0.504	5.817	0.000	0.000	0.000	0.000	0.026	0.000	231.385	39.348	0.426	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000290.spe	607.34	5.18	1	0.017514	-0.010617	0.009802	0.091522	55796	1.56	0.000	0.174	0.140	0.242	0.947	1.917	0.819	3.936	0.654	0.766	199.760	0.775	0.753	1.720	1.553	2.002	1.587	2.641	0.038	0.108	0.277	0.000	0.181	0.000	0.000	0.000	1.736	0.320	0.847	1.637	0.000	3.219	0.000	0.523	0.000	0.382	0.456	6.594	0.182	0.000	0.000	0.000	0.165	0.000	227.319	37.760	0.428	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000291.spe	609.34	5.20	1	0.017513	-0.010617	0.009784	0.091522	53360	1.62	0.000	0.095	0.344	0.104	1.243	3.344	0.869	5.907	1.229	1.053	193.746	0.695	0.484	4.635	1.024	2.543	1.931	2.879	0.083	0.000	0.237	0.000	0.312	0.000	0.000	0.000	1.639	0.092	0.536	1.973	0.000	5.167	0.000	0.000	0.000	0.396	0.899	6.614	0.048	0.016	0.000	0.000	0.000	0.105	198.928	36.527	0.405	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000292.spe	611.34	5.21	1	0.017512	-0.010617	0.009784	0.091522	51434	1.39	0.000	0.157	0.346	0.047	1.187	3.732	0.790	6.131	0.477	0.610	180.760	0.747	0.348	2.856	0.897	2.996	1.838	2.899	0.037	0.000	0.089	0.026	0.289	0.000	0.000	0.000	1.855	0.000	0.477	1.788	0.330	4.041	0.395	0.312	0.000	0.425	0.894	5.370	0.000	0.000	0.000	0.000	0.087	0.228	182.660	33.218	0.388	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000293.spe	613.34	5.21	1	0.017512	-0.010617	0.009833	0.091522	49076	1.40	0.000	0.074	0.551	0.074	0.840	5.417	0.763	8.584	0.918	0.702	182.975	0.582	0.339	1.766	0.666	3.068	2.972	5.095	0.020	0.129	0.193	0.120	0.734	0.000	0.036	0.000	1.735	0.000	1.107	1.926	0.074	2.549	0.000	0.382	0.000	0.000	0.307	6.218	0.087	0.105	0.000	0.000	0.345	0.097	158.454	33.911	0.369	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000294.spe	615.34	5.20	1	0.017511	-0.010617	0.009852	0.091522	47924	1.64	0.000	0.082	0.631	0.034	0.866	6.226	0.846	9.598	1.204	0.799	196.870	0.748	0.000	1.050	0.399	3.777	3.270	4.644	0.041	0.118	0.395	0.000	0.752	0.000	0.052	0.000	2.231	0.000	0.365	1.956	0.000	1.283	0.000	0.475	0.000	0.517	0.989	5.970	0.000	0.068	0.000	0.000	0.218	0.000	145.632	32.606	0.355	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000295.spe	617.34	5.20	1	0.017517	-0.010617	0.009852	0.091522	47137	1.37	0.000	0.155	0.838	0.057	0.977	7.281	0.910	10.069	0.675	0.640	190.142	0.741	0.288	0.984	0.687	4.075	3.184	5.211	0.000	0.000	0.212	0.046	0.588	0.000	0.123	0.000	0.711	0.274	0.442	1.350	0.131	1.319	0.470	0.376	0.000	0.663	0.800	6.008	0.240	0.358	0.000	0.032	0.561	0.000	139.847	31.541	0.350	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000296.spe	619.34	5.20	1	0.017516	-0.010617	0.009852	0.091522	45762	1.42	0.000	0.104	0.767	0.054	0.810	7.080	0.886	9.801	0.441	0.484	182.948	1.075	0.000	0.573	0.300	2.926	2.921	5.383	0.000	0.136	0.469	0.000	0.778	0.063	0.080	0.000	0.690	0.000	0.000	1.711	0.000	1.235	0.057	0.494	0.331	0.892	1.350	5.881	0.000	0.000	0.000	0.000	0.366	0.117	133.990	31.825	0.346	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000297.spe	621.34	5.20	1	0.017514	-0.010617	0.009824	0.091522	47109	1.39	0.012	0.134	0.696	0.057	0.895	6.843	0.717	9.780	1.013	0.732	198.455	0.695	0.412	1.503	0.129	3.265	2.673	6.166	0.013	0.134	0.214	0.000	0.628	0.000	0.000	0.000	1.531	0.000	0.375	1.404	0.000	1.289	0.032	0.475	0.000	0.772	0.965	6.327	0.000	0.000	0.000	0.000	0.615	0.101	135.917	32.290	0.350	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000298.spe	623.34	5.21	1	0.017517	-0.010617	0.009840	0.091522	46605	1.69	0.000	0.092	0.737	0.000	0.842	8.390	0.679	11.865	1.371	0.810	213.022	0.714	0.000	1.288	0.383	3.961	2.809	4.574	0.110	0.215	0.448	0.000	0.903	0.000	0.027	0.000	0.412	0.000	0.102	2.535	0.000	1.177	0.277	1.064	0.000	0.358	1.260	6.968	0.000	0.000	0.000	0.000	0.579	0.000	124.724	30.502	0.339	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000299.spe	625.34	5.20	1	0.017520	-0.010617	0.009914	0.091522	45769	1.53	0.000	0.164	0.798	0.083	0.982	8.403	0.755	11.334	0.719	0.605	215.662	0.673	0.000	1.086	0.000	3.109	2.727	4.662	0.038	0.066	0.289	0.000	0.895	0.040	0.000	0.000	0.154	0.000	0.211	2.038	0.000	0.345	0.051	1.089	0.000	0.618	1.488	6.622	0.000	0.000	0.133	0.000	0.523	0.000	118.068	30.042	0.329	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000300.spe	627.34	5.19	1	0.017517	-0.010617	0.009820	0.091522	42037	1.37	0.000	0.109	0.840	0.014	0.992	5.820	0.616	7.878	0.498	0.418	176.108	0.510	0.000	0.891	0.000	2.517	2.087	5.259	0.078	0.051	0.260	0.000	0.516	0.028	0.131	0.000	1.616	0.000	0.503	1.820	0.154	0.642	0.628	1.010	0.000	0.485	0.731	4.660	0.390	0.545	0.074	0.000	0.614	0.267	110.932	30.216	0.320	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000301.spe	629.34	5.19	1	0.017516	-0.010617	0.009820	0.091522	40272	1.26	0.000	0.093	0.905	0.017	1.168	6.333	0.578	7.288	0.888	0.447	147.747	0.525	0.044	0.706	0.106	2.129	1.989	5.947	0.042	0.030	0.412	0.000	0.714	0.000	0.135	0.000	1.594	0.000	0.289	1.119	0.033	0.284	0.537	1.067	0.330	0.158	0.619	3.894	0.000	0.148	0.060	0.398	1.062	0.262	112.880	30.385	0.316	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000302.spe	631.34	5.19	1	0.017518	-0.010617	0.009742	0.091522	39482	1.23	0.000	0.021	0.921	0.049	0.965	5.358	0.560	6.457	0.631	0.377	139.808	0.752	0.000	0.731	0.296	1.990	2.072	4.834	0.025	0.118	0.281	0.061	0.664	0.000	0.338	0.000	0.891	0.243	0.000	1.260	0.000	0.592	0.504	0.590	0.849	1.088	0.889	3.605	0.342	0.247	0.276	0.125	0.849	0.147	109.166	29.327	0.314	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000303.spe	633.34	5.18	1	0.017520	-0.010617	0.009715	0.091522	40325	1.18	0.058	0.132	0.742	0.083	0.945	5.651	0.667	6.947	0.424	0.298	139.194	0.634	0.000	0.748	0.231	2.362	2.206	4.703	0.000	0.000	0.234	0.000	0.591	0.064	0.270	0.000	0.413	0.120	0.551	1.329	0.000	0.469	0.550	0.783	0.372	0.490	0.243	4.483	0.607	0.501	0.299	0.039	0.555	0.165	117.911	30.471	0.318	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000304.spe	635.34	5.18	1	0.017521	-0.010617	0.009698	0.091522	40662	1.30	0.000	0.142	0.793	0.041	0.877	5.447	0.622	7.374	0.294	0.144	140.173	0.713	0.000	0.875	0.000	2.249	1.917	5.475	0.000	0.000	0.346	0.000	0.495	0.223	0.216	0.000	0.456	0.402	0.301	0.941	0.307	0.138	0.585	0.981	0.000	0.593	0.466	4.497	0.234	0.374	0.127	0.384	0.596	0.155	118.977	29.998	0.321	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000305.spe	637.34	5.19	1	0.017522	-0.010617	0.009743	0.091522	40073	1.23	0.000	0.145	0.971	0.000	0.809	5.284	0.633	7.622	0.360	0.225	143.171	0.564	0.000	0.774	0.000	2.040	1.842	3.848	0.017	0.102	0.209	0.000	0.672	0.165	0.236	0.000	0.376	0.410	0.123	1.266	0.000	0.138	0.136	0.309	0.000	0.769	0.846	4.190	0.419	0.381	0.000	0.258	0.667	0.000	114.537	30.351	0.317	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000306.spe	639.34	5.18	1	0.017523	-0.010617	0.009763	0.091522	41128	1.30	0.033	0.112	0.761	0.019	0.893	6.249	0.505	6.294	0.786	0.247	149.179	0.834	0.029	0.787	0.000	2.455	2.074	5.399	0.000	0.054	0.215	0.076	0.571	0.000	0.399	0.000	0.000	0.375	0.000	1.183	0.293	0.000	0.535	1.131	0.000	0.641	1.126	4.903	0.723	0.365	0.000	0.528	0.711	0.000	117.752	30.469	0.321	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000307.spe	641.34	5.19	1	0.017523	-0.010617	0.009799	0.091522	42110	1.35	0.000	0.079	0.842	0.023	0.869	6.485	0.536	7.170	0.928	0.331	173.003	0.611	0.000	1.117	0.106	2.182	1.895	6.109	0.024	0.106	0.090	0.049	0.606	0.000	0.254	0.000	0.000	0.886	0.112	1.602	0.000	0.503	0.506	0.717	0.487	0.826	1.102	5.267	0.578	0.637	0.356	0.014	1.186	0.144	114.206	30.621	0.320	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000308.spe	643.34	5.19	1	0.017523	-0.010617	0.009790	0.091522	42016	1.36	0.000	0.000	0.726	0.019	0.981	6.204	0.465	7.075	0.657	0.448	167.171	0.686	0.092	0.967	0.217	2.797	1.645	5.366	0.014	0.000	0.158	0.081	0.509	0.000	0.199	0.000	0.000	0.766	0.279	1.468	0.136	0.257	0.316	0.786	0.000	0.808	0.875	4.643	0.641	0.493	0.147	0.030	1.241	0.451	114.221	29.868	0.319	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000309.spe	645.34	5.19	1	0.017523	-0.010617	0.009790	0.091522	42569	1.46	0.000	0.122	0.764	0.000	0.971	6.400	0.626	7.351	0.926	0.483	182.680	0.614	0.000	0.903	0.199	2.345	2.259	5.088	0.000	0.038	0.154	0.000	0.512	0.000	0.242	0.000	0.000	0.647	0.000	1.316	0.289	0.481	0.686	0.701	0.000	0.791	1.169	5.519	0.716	0.517	0.000	0.394	0.331	0.301	113.088	29.835	0.321	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000310.spe	647.34	5.19	1	0.017516	-0.010617	0.009837	0.091522	42336	1.20	0.000	0.191	0.886	0.022	0.888	6.448	0.599	8.838	0.766	0.403	166.416	0.520	0.000	0.913	0.278	2.259	2.082	5.952	0.000	0.142	0.014	0.165	0.591	0.000	0.196	0.000	1.682	0.000	0.395	1.657	0.000	0.429	0.428	0.599	0.025	0.628	0.623	4.733	0.063	0.315	0.471	0.256	0.664	0.247	116.428	30.496	0.324	
C:\Data\Name_240117_Mo_THB\WV17-2-D1\WV17-2-D1\XRF data\L000311.spe	649.34	5.19	1	0.017517	-0.010617	0.009860	0.091522	42471	1.28	0.000	0.110	0.838	0.000	0.917	6.302	0.673	9.041	0.888	0.488	156.828	0.664	0.000	0.863	0.000	2.873	2.193	5.447	0.032	0.096	0.335	0.000	0.617	0.000	0.205	0.000	1.230	0.103	0.443	1.634	0.000	0.360	0.341	0.330	0.000	0.437	0.503	5.083	0.181	0.000	0.000	0.169	0.684	0.065	125.176	30.848	0.329	
